date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2021-08-20,2886,109年,0,0,,0,0,0,0,1.58,0,2021-08-12,2021-09-03,0,0,0,0,0,13599823983,2021-07-28,16:33:22
2022-08-19,2886,110年,0.25,0,2022-08-11,0,0,0,0,1.4,0,2022-08-11,2022-09-16,0,0,0,0,0,13599823983,2022-07-27,17:11:17
2023-08-18,2886,111年,0.08,0,2023-08-10,0,0,0,0,1.24,0,2023-08-10,2023-09-15,0,0,0,0,0,13939819582,2023-07-27,09:12:29
2023-12-16,2886,不適用,0,0,2023-12-08,0,0,0,0,0,0,,,0,350000000,2.08,33,0,12603688836,2023-12-01,16:39:32
2010-07-12,2882,98年,0,0,,0,0,0,0,0.5,0,2010-07-06,,967725,0,0,0,5400000,0,2010-06-21,13:26:17
2010-08-10,2882,98年,0.5,0,2010-08-04,0,0,0,0,0,0,,,0,0,0,0,5400000,0,2010-07-19,16:31:40
2011-07-04,2882,99年,0,0,,0,0,0,0,0.6,0,2011-06-28,,812975,0,0,0,5400000,0,2011-06-13,18:34:51
2011-08-05,2882,99年,0.2,0,2011-07-28,0,0,0,0,0,0,,,0,0,0,0,5400000,0,2011-07-12,15:24:07
2012-07-09,2882,100年,0,0,,0,0,0,0,0.5,0,2012-07-03,,1016093,0,0,0,5400000,0,2012-06-19,15:23:44
2012-08-14,2882,100年,0.5,0,2012-08-08,0,0,0,0,0,0,,,0,0,0,0,5400000,0,2012-07-23,16:43:35
2013-07-27,2882,101年,0,0,2013-07-19,0,0,0,0,0.7,0,2013-07-19,,1493843,353000000,2.65,36,5400000,0,2013-07-15,09:00:44
2013-11-08,2882,101年,0.6775116372,0,2013-10-31,0,0,0,0,0,0,,,0,0,0,0,5400000,0,2013-10-18,09:43:27
2014-06-30,2882,102年,0,0,,0,0,0,0,1.5,0,2014-06-24,,2393562,0,0,0,3300000,0,2014-06-09,15:31:20
2014-08-04,2882,102年,0.5,0,2014-07-29,0,0,0,0,0,0,,,0,0,0,0,3300000,0,2014-07-15,08:45:39
2015-07-07,2882,103年,0,0,,0,0,0,0,2,0,2015-07-01,2015-07-30,2513103,0,0,0,2100000,0,2015-06-12,17:43:16
2016-07-03,2882,104年,0,0,,0,0,0,0,2,0,2016-06-27,2016-07-25,0,0,0,0,0,0,2016-06-08,17:30:08
2016-11-15,2882,104年,0,0,2016-11-09,0,0,0,0,0,0,,,0,833300000,5.31,60,0,0,2016-11-02,17:25:38
2017-07-09,2882,105年,0,0,,0,0,0,0,2,0,2017-07-03,2017-07-31,0,0,0,0,0,0,2017-06-16,17:27:20
2018-06-16,2882,107年,0,0,2018-06-08,0,0,0,0,0,0,,,0,700000000,4.18,60,0,0,2018-06-01,17:22:13
2018-07-02,2882,106年,0,0,,0,0,0,0,2.5,0,2018-06-26,2018-07-24,0,0,0,0,0,0,2018-06-08,17:15:35
2019-07-07,2882,107年,0,0,,0,0,0,0,1.2,0.3,2019-07-01,2019-07-29,0,0,0,0,0,12563210128,2019-06-17,17:30:41
2019-10-20,2882,不適用,0,0,2019-10-14,0,0,0,0,0,0,,,0,606000000,3.44,35,0,12563210128,2019-10-03,17:40:29
2020-07-07,2882,108年,0,0,,0,0,0,0,2,0,2020-07-01,2020-07-29,0,0,0,0,0,13169210128,2020-06-12,17:26:05
2021-08-01,2882,109年,0,0,,0,0,0,0,2.5,0,2021-07-26,2021-08-23,0,0,0,0,0,13169210128,2021-07-09,16:24:04
2022-07-10,2882,110年,0,0,,0,0,0,0,3.5,0,2022-07-04,2022-08-01,0,0,0,0,0,13169210128,2022-06-17,19:09:51
2022-12-11,2882,不適用,0,0,2022-12-05,0,0,0,0,0,0,,,0,1500000000,8.16,35,0,13169210128,2022-11-28,16:36:14
2023-07-04,2882,111年,0,0,,0,0,0,0,0,0.9,2023-06-28,2023-07-26,0,0,0,0,0,14669210128,2023-06-09,18:02:29
2010-08-31,2354,98年,1.4,0,2010-08-25,4863576,48635760,3.45,0.01,0.8,0,2010-08-25,,84,0,0,0,0,0,2010-08-10,18:23:20
2011-08-16,2354,99年,0.5,0,2011-08-10,4080301,40803010,6.83,0,1,0,2011-08-10,,40,0,0,0,0,0,2011-07-26,14:39:46
2012-08-27,2354,100年,0.5,0,2012-08-21,5659992,56599920,8.8,0,1,0,2012-08-21,,15,0,0,0,0,0,2012-08-07,14:32:24
2013-09-01,2354,101年,0.5,0,2013-08-26,7623454,76234540,10.97,0.01,1,0,2013-08-26,,100000036,0,0,0,0,0,2013-08-07,17:34:27
2014-09-03,2354,102年,0.5,0,2014-08-28,4911090,49110900,6.99,0,1,0,2014-08-28,2014-09-30,180000050,0,0,0,0,0,2014-08-13,18:08:30
2015-09-02,2354,103年,0.1,0,2015-08-27,4530866,45308660,24.76,0,2.5,0,2015-08-27,2015-09-30,196969877,0,0,0,0,0,2015-08-12,18:10:12
2016-09-10,2354,104年,0.1,0,2016-09-02,0,0,0,0,3,0,2016-09-02,2016-10-07,0,0,0,0,0,0,2016-08-19,10:00:30
2017-07-21,2354,105年,0,0,,0,0,0,0,3.8,0,2017-07-13,2017-08-10,0,0,0,0,0,0,2017-06-26,10:15:10
2018-07-31,2354,106年,0,0,,0,0,0,0,3.6,0,2018-07-25,2018-08-24,0,0,0,0,0,0,2018-07-10,16:23:35
2019-07-31,2354,107年,0,0,,0,0,0,0,3.2,0,2019-07-25,2019-08-23,0,0,0,0,0,1414485192,2019-07-09,16:54:32
2020-07-31,2354,108年,0,0,,0,0,0,0,2.5,0,2020-07-23,2020-08-21,0,0,0,0,0,1414485192,2020-07-08,17:55:44
2021-07-30,2354,109年,0,0,,0,0,0,0,1.8,0,2021-07-22,2021-08-20,0,0,0,0,0,1414485192,2021-06-24,16:59:45
2022-07-10,2354,110年,0,0,,0,0,0,0,1.7,0,2022-07-04,2022-07-28,0,0,0,0,0,1414485192,2022-06-17,18:20:40
2023-07-10,2354,111年,0,0,,0,0,0,0,1.6,0,2023-07-04,2023-07-28,0,0,0,0,0,1414485192,2023-06-15,17:01:14
2011-09-07,2603,99年,0.99994943,0,2011-09-01,0,0,0,0,0.99994943,0,2011-09-01,,40000000,0,0,0,55000000,0,2011-08-18,09:40:24
2015-07-31,2603,103年,0.1,0,2015-07-23,0,0,0,0,0.1,0,2015-07-23,2015-08-28,15160000,0,0,0,11000000,0,2015-07-09,11:11:47
2017-11-13,2603,106年,0,0,2017-11-07,0,0,0,0,0,0,,,0,500000000,11.39,15.3,0,0,2017-10-31,17:10:42
2018-09-04,2603,106年,0.5,0,2018-08-29,0,0,0,0,0.2,0,2018-08-29,2018-09-27,0,0,0,0,0,0,2018-08-14,15:30:05
2018-11-06,2603,107年,0,0,2018-10-31,0,0,0,0,0,0,,,0,300000000,5.7,10.7,0,0,2018-10-24,16:58:37
2019-11-11,2603,不適用,0,0,2019-11-05,0,0,0,0,0,0,,,0,300000000,5.32,11,0,4512973786,2019-10-29,17:51:24
2021-08-24,2603,109年,0,0,,0,0,0,0,2.48660241,0,2021-08-18,2021-09-10,0,0,0,0,0,5290847369,2021-07-21,17:29:37
2022-07-05,2603,110年,0,0,,0,0,0,0,17.99999637,0,2022-06-29,2022-07-28,0,0,0,0,0,5291050204,2022-06-01,11:30:17
2023-07-08,2603,111年,0,0,,0,0,0,0,70,0,2023-06-30,2023-07-26,0,0,0,0,0,2116420082,2023-05-31,19:44:30
2010-08-03,2454,98年,0.0199983969,0,2010-07-28,7485481,74854810,77.44,0.01,25.99792445,0,2010-07-28,,8558575359,0,0,0,65906870,0,2010-07-09,18:52:31
2011-07-16,2454,99年,0,0,,0,0,0,0,19.99992032,0,2011-07-08,,3863296066,0,0,0,48044605,0,2011-06-23,18:16:40
2012-07-22,2454,100年,0,0,,0,0,0,0,8.99980342,0,2012-07-16,,1714242506,0,0,0,28497144,0,2012-07-02,14:24:01
2013-07-22,2454,101年,0,0,,0,0,0,0,0.49998949,8.49982147,2013-07-16,,895875051,0,0,0,28141659,0,2013-07-02,10:37:38
2014-07-12,2454,102年,0,0,,0,0,0,0,15,0,2014-07-04,,1593475734,0,0,0,57880449,0,2014-06-20,17:00:33
2015-07-21,2454,103年,0,0,,0,0,0,0,21.99993374,0,2015-07-15,2015-08-07,579973639,0,0,0,85307704,0,2015-06-30,16:55:10
2016-07-23,2454,104年,0,0,,0,0,0,0,11,0,2016-07-15,2016-08-11,0,0,0,0,0,0,2016-06-30,17:12:52
2017-07-14,2454,105年,0,0,,0,0,0,0,8,1.5,2017-07-06,2017-08-03,0,0,0,0,0,0,2017-06-21,17:04:01
2018-07-15,2454,106年,0,0,,0,0,0,0,7.5,2.5,2018-07-09,2018-08-02,0,0,0,0,0,0,2018-06-22,15:37:35
2019-07-14,2454,107年,0,0,,0,0,0,0,6,3,2019-07-08,2019-08-01,0,0,0,0,0,1587538871,2019-06-21,16:57:38
2020-07-12,2454,108年,0,0,,0,0,0,0,5.00040913,5.50045004,2020-07-06,2020-07-30,0,0,0,0,0,1588720433,2020-06-18,14:05:12
2021-07-12,2454,109年,0,0,,0,0,0,0,21,16,2021-07-06,2021-07-29,0,0,0,0,0,1590394481,2021-06-21,17:37:04
2022-07-01,2454,110年,0,0,,0,0,0,0,57.00082799,16.00023241,2022-06-23,2022-07-21,0,0,0,0,0,1599047755,2022-06-06,16:48:22
2023-06-30,2454,111年,0,0,,0,0,0,0,62.00538916,14.0012169,2023-06-20,2023-07-20,0,0,0,0,0,1599513243,2023-06-05,18:07:18
2024-01-11,2454,112年前半年度,0,0,,0,0,0,0,24.6,0,2024-01-04,2024-01-31,0,0,0,0,0,1599630657,2023-12-19,17:21:10
2010-05-24,2357,98年,0,0,,0,0,0,0,2.1,0,2010-05-18,,698438530,0,0,0,69843815,0,2010-05-04,14:13:25
2011-08-06,2357,99年,2.2,0,2011-07-29,0,0,0,0,14,0,2011-07-29,,710625213,0,0,0,142125042,0,2011-07-14,16:04:58
2012-08-14,2357,100年,0,0,,0,0,0,0,14.5,0,2012-08-08,,708379127,0,0,0,141675825,0,2012-07-24,17:37:17
2013-08-14,2357,101年,0,0,,0,0,0,0,19.17296825,0,2013-08-08,,971366847,0,0,0,194273368,0,2013-08-06,15:35:57
2014-08-17,2357,102年,0,0,,0,0,0,0,19.5,0,2014-08-11,2014-09-03,928107242,0,0,0,185621448,0,2014-07-25,17:38:28
2015-08-16,2357,103年,0,0,,0,0,0,0,17,0,2015-08-10,2015-09-02,956494657,0,0,0,50341824,0,2015-07-23,16:45:48
2016-08-13,2357,104年,0,0,,0,0,0,0,15,0,2016-08-05,2016-08-31,0,0,0,0,0,0,2016-07-20,18:08:08
2017-08-14,2357,105年,0,0,,0,0,0,0,17,0,2017-08-08,2017-09-05,0,0,0,0,0,0,2017-07-24,11:57:48
2018-07-09,2357,106年,0,0,,0,0,0,0,15,0,2018-07-03,2018-07-31,0,0,0,0,0,0,2018-06-15,15:17:30
2019-07-14,2357,107年,0,0,,0,0,0,0,15,0,2019-07-08,2019-07-31,0,0,0,0,0,742760280,2019-06-20,15:56:51
2020-07-04,2357,108年,0,0,,0,0,0,0,14,0,2020-06-24,2020-07-23,0,0,0,0,0,742760280,2020-06-09,16:54:03
2021-08-08,2357,109年,0,0,,0,0,0,0,26,0,2021-08-02,2021-08-26,0,0,0,0,0,742760280,2021-07-01,16:42:27
2022-08-06,2357,110年,0,0,,0,0,0,0,42,0,2022-07-29,2022-08-25,0,0,0,0,0,742760280,2022-06-22,14:30:25
2023-07-10,2357,111年,0,0,,0,0,0,0,15,0,2023-07-04,2023-07-27,0,0,0,0,0,742760280,2023-06-14,16:23:18
2010-09-21,2474,98年,0,0,,0,0,0,0,2,0,2010-09-15,,33200856,0,0,0,3400000,0,2010-08-30,14:26:01
2011-09-21,2474,99年,0,0,,0,0,0,0,3.68040143,0,2011-09-15,,44298438,0,0,0,3085000,0,2011-08-31,08:58:39
2012-09-07,2474,100年,0,0,,0,0,0,0,4.99997389,0,2012-08-30,,106772328,0,0,0,3085000,0,2012-08-15,15:47:19
2013-09-06,2474,101年,0,0,,0,0,0,0,6,0,2013-08-29,,99034385,0,0,0,6785000,0,2013-08-14,14:31:20
2014-09-23,2474,102年,0,0,,0,0,0,0,4.90222054,0,2014-09-17,2014-10-22,124210657,0,0,0,12240001,0,2014-08-29,17:35:40
2015-08-26,2474,103年,0,0,,0,0,0,0,6,0,2015-08-20,2015-09-24,160892550,0,0,0,16480311,0,2015-08-06,08:06:33
2016-09-14,2474,104年,0,0,,0,0,0,0,10,0,2016-09-08,2016-10-13,0,0,0,0,0,0,2016-08-08,09:09:48
2017-09-21,2474,105年,0,0,,0,0,0,0,10,0,2017-09-14,2017-10-13,0,0,0,0,0,0,2017-08-08,09:30:49
2018-09-24,2474,106年,0,0,,0,0,0,0,12,0,2018-09-18,2018-10-16,0,0,0,0,0,0,2018-08-07,17:06:16
2019-09-22,2474,107年,0,0,,0,0,0,0,12,0,2019-09-16,2019-10-16,0,0,0,0,0,770391069,2019-08-12,10:29:17
2020-09-10,2474,108年後半年度,0,0,,0,0,0,0,10,0,2020-09-03,2020-10-16,0,0,0,0,0,761618069,2020-08-20,11:01:46
2021-09-06,2474,109年後半年度,0,0,,0,0,0,0,12,0,2021-08-31,2021-09-30,0,0,0,0,0,761618068,2021-08-09,10:35:14
2022-09-11,2474,110年後半年度,0,0,,0,0,0,0,10.21394967,0,2022-09-05,2022-09-30,0,0,0,0,0,714467068,2022-08-10,18:03:15
2023-07-06,2474,111年後半年度,0,0,,0,0,0,0,10,0,2023-06-29,2023-07-31,0,0,0,0,0,680364068,2023-06-13,09:33:02
2023-12-13,2474,112年前半年度,0,0,,0,0,0,0,5,0,2023-12-07,2024-01-05,0,0,0,0,0,680364068,2023-11-17,17:04:18
2015-01-11,2353,103年,0,0,2015-01-05,0,0,0,0,0,0,,,0,300000000,8.6,18,0,0,2014-12-26,18:48:22
2016-07-22,2353,104年,0,0,,0,0,0,0,0,0.5,2016-07-14,2016-08-18,0,0,0,0,0,0,2016-06-30,14:48:10
2017-07-20,2353,105年,0,0,,0,0,0,0,0,0.5,2017-07-13,2017-08-17,0,0,0,0,0,0,2017-06-27,17:55:01
2018-07-12,2353,106年,0,0,,0,0,0,0,0,0.7,2018-07-05,2018-08-09,0,0,0,0,0,0,2018-06-20,17:54:57
2019-07-11,2353,107年,0,0,,0,0,0,0,0.77,0,2019-07-04,2019-08-07,0,0,0,0,0,3074933828,2019-06-18,17:00:35
2020-07-10,2353,108年,0,0,,0,0,0,0,0.443909,0.332932,2020-07-02,2020-08-06,0,0,0,0,0,3047853828,2020-06-16,17:34:02
2021-07-06,2353,109年,0,0,,0,0,0,0,1.5,0,2021-06-30,2021-08-05,0,0,0,0,0,3047853828,2021-06-11,09:13:23
2022-07-06,2353,110年,0,0,,0,0,0,0,2.28,0,2022-06-30,2022-08-04,0,0,0,0,0,3047853828,2022-06-16,11:17:58
2023-07-07,2353,111年,0,0,,0,0,0,0,1.5,0,2023-06-29,2023-08-03,0,0,0,0,0,3047853828,2023-06-12,17:27:45
2010-07-19,2207,98年,0,0,,0,0,0,0,4,0,2010-07-13,,29867883,0,0,0,89603650,0,2010-06-28,18:06:47
2011-07-20,2207,99年,0,0,,0,0,0,0,6,0,2011-07-14,,43689060,0,0,0,131067181,0,2011-06-29,18:18:36
2012-07-18,2207,100年,0,0,,0,0,0,0,8,0,2012-07-12,,59273117,0,0,0,177819352,0,2012-06-25,17:16:13
2013-07-23,2207,101年,0,0,,0,0,0,0,9,0,2013-07-17,,67641438,0,0,0,202924315,0,2013-07-03,13:10:18
2014-08-08,2207,102年,0,0,,0,0,0,0,12.6,0,2014-07-31,2014-08-20,68851007,0,0,0,206553022,0,2014-07-16,11:44:30
2015-07-22,2207,103年,0,0,,0,0,0,0,10.5,0,2015-07-16,2015-08-05,82770613,0,0,0,248311839,0,2015-07-08,09:16:40
2016-07-24,2207,104年,0,0,,0,0,0,0,12,0,2016-07-18,2016-08-10,0,0,0,0,0,0,2016-07-01,11:04:05
2017-07-24,2207,105年,0,0,,0,0,0,0,12,0,2017-07-18,2017-08-10,0,0,0,0,0,0,2017-07-03,11:19:49
2018-07-23,2207,106年,0,0,,0,0,0,0,12,0,2018-07-17,2018-08-09,0,0,0,0,0,0,2018-07-02,14:16:21
2019-07-22,2207,107年,0,0,,0,0,0,0,12,0,2019-07-16,2019-08-08,0,0,0,0,0,546179184,2019-07-16,16:20:47
2020-07-20,2207,108年,0,0,,0,0,0,0,14,0,2020-07-14,2020-07-30,0,0,0,0,0,546179184,2020-06-29,17:55:22
2021-07-17,2207,109年,0,0,,0,0,0,0,17,0,2021-07-09,2021-07-28,0,0,0,0,0,546179184,2021-06-24,14:26:10
2022-07-16,2207,110年,0,0,,0,0,0,0,20,0,2022-07-08,2022-07-27,0,0,0,0,0,546179184,2022-06-23,16:42:19
2023-08-09,2207,111年,0.2,0,2023-08-03,0,0,0,0,2,0,2023-08-03,2023-09-07,0,0,0,0,0,546179184,2023-07-18,11:39:57
2010-08-19,2412,98年,0,0,,0,0,0,0,4.06,0,2010-08-12,,1800928610,0,0,0,41211181,0,2010-07-28,15:05:31
2011-07-27,2412,99年,0,0,,0,0,0,0,5.5243,0,2011-07-21,,2144074405,0,0,0,45043580,0,2011-06-30,18:13:40
2012-07-23,2412,100年,0,0,,0,0,0,0,5.4608,0,2012-07-17,,2040089772,0,0,0,44446400,0,2012-06-29,09:41:42
2013-07-23,2412,101年,0,0,,0,0,0,0,4.6295,0.7205,2013-07-17,,1533081870,0,0,0,37483664,0,2013-07-03,13:17:27
2014-07-23,2412,102年,0,0,,0,0,0,0,2.3881,2.137,2014-07-17,,758627105,0,0,0,19303489,0,2014-06-25,10:25:30
2015-07-23,2412,103年,0,0,,0,0,0,0,4.8564,0,2015-07-16,2015-08-27,1510068340,0,0,0,39222554,0,2015-06-29,14:06:11
2016-07-28,2412,104年,0,0,,0,0,0,0,5.4852,0,2016-07-21,2016-08-26,0,0,0,0,0,0,2016-06-27,10:29:46
2017-07-29,2412,105年,0,0,,0,0,0,0,4.9419,0,2017-07-21,2017-08-25,0,0,0,0,0,0,2017-06-26,17:13:07
2018-07-29,2412,106年,0,0,,0,0,0,0,4.796,0,2018-07-23,2018-08-24,0,0,0,0,0,0,2018-06-20,17:40:41
2019-07-31,2412,107年,0,0,,0,0,0,0,4.479,0,2019-07-25,2019-08-28,0,0,0,0,0,7757446545,2019-06-24,10:56:26
2020-07-08,2412,108年,0,0,,0,0,0,0,4.226,0,2020-07-02,2020-08-06,0,0,0,0,0,7757446545,2020-06-09,09:19:14
2021-08-31,2412,109年,0,0,,0,0,0,0,4.306,0,2021-08-25,2021-09-28,0,0,0,0,0,7757446545,2021-08-09,14:53:30
2022-07-07,2412,110年,0,0,,0,0,0,0,4.608,0,2022-06-30,2022-08-05,0,0,0,0,0,7757446545,2022-06-02,15:14:18
2023-07-06,2412,111年,0,0,,0,0,0,0,4.702,0,2023-06-29,2023-08-04,0,0,0,0,0,7757446545,2023-06-05,11:36:27
2010-07-12,2330,98年,0,0,,0,0,0,0,2.99973242,0,2010-07-06,,6691337704,0,0,0,67692222,0,2010-06-21,17:06:43
2011-07-05,2330,99年,0,0,,0,0,0,0,2.99951326,0,2011-06-29,,10908338094,0,0,0,51131000,0,2011-06-14,18:50:31
2012-07-10,2330,100年,0,0,,0,0,0,0,2.99948071,0,2012-07-04,,8990026475,0,0,0,62323764,0,2012-06-19,16:48:33
2013-07-09,2330,101年,0,0,,0,0,0,0,2.9995522,0,2013-07-03,,11115239772,0,0,0,71351700,0,2013-06-18,15:16:36
2014-07-20,2330,102年,0,0,,0,0,0,0,2.99991232,0,2014-07-14,,12634664804,0,0,0,104136580,0,2014-06-27,18:08:06
2015-07-05,2330,103年,0,0,,0,0,0,0,4.49987539,0,2015-06-29,2015-07-23,17645966064,0,0,0,406853980,0,2015-06-11,16:40:18
2016-07-03,2330,104年,0,0,,0,0,0,0,6,0,2016-06-27,2016-07-21,0,0,0,0,0,0,2016-06-08,15:26:18
2017-07-02,2330,105年,0,0,,0,0,0,0,7,0,2017-06-26,2017-07-20,0,0,0,0,0,0,2017-06-09,20:16:38
2018-07-01,2330,106年,0,0,,0,0,0,0,8,0,2018-06-25,2018-07-19,0,0,0,0,0,0,2018-06-07,17:31:43
2019-06-30,2330,107年,0,0,,0,0,0,0,8,0,2019-06-24,2019-07-18,0,0,0,0,0,25930380458,2019-06-06,15:47:30
2019-09-25,2330,108年第1季,0,0,,0,0,0,0,2,0,2019-09-19,2019-10-17,0,0,0,0,0,25930380458,2019-07-09,18:33:02
2019-12-25,2330,108年第2季,0,0,,0,0,0,0,2.5,0,2019-12-19,2020-01-16,0,0,0,0,0,25930380458,2019-08-14,15:27:02
2020-03-25,2330,108年第3季,0,0,,0,0,0,0,2.5,0,2020-03-19,2020-04-16,0,0,0,0,0,25930380458,2019-11-14,17:01:07
2020-06-24,2330,108年第4季,0,0,,0,0,0,0,2.5,0,2020-06-18,2020-07-16,0,0,0,0,0,25930380458,2020-02-14,15:10:50
2020-09-23,2330,109年第1季,0,0,,0,0,0,0,2.5,0,2020-09-17,2020-10-15,0,0,0,0,0,25930380458,2020-05-14,10:51:55
2020-12-23,2330,109年第2季,0,0,,0,0,0,0,2.5,0,2020-12-17,2021-01-14,0,0,0,0,0,25930380458,2020-08-17,14:14:09
2021-03-23,2330,109年第3季,0,0,,0,0,0,0,2.5,0,2021-03-17,2021-04-15,0,0,0,0,0,25930380458,2020-11-12,17:05:40
2021-06-23,2330,109年第4季,0,0,,0,0,0,0,2.5,0,2021-06-17,2021-07-15,0,0,0,0,0,25930380458,2021-03-22,15:58:28
2021-09-22,2330,110年第1季,0,0,,0,0,0,0,2.75,0,2021-09-16,2021-10-14,0,0,0,0,0,25930380458,2021-06-16,16:04:33
2021-12-22,2330,110年第2季,0,0,,0,0,0,0,2.75,0,2021-12-16,2022-01-13,0,0,0,0,0,25930380458,2021-08-13,17:15:33
2022-03-22,2330,110年第3季,0,0,,0,0,0,0,2.75,0,2022-03-16,2022-04-14,0,0,0,0,0,25930380458,2022-03-01,18:07:32
2022-06-22,2330,110年第4季,0,0,,0,0,0,0,2.75,0,2022-06-16,2022-07-14,0,0,0,0,0,25930380458,2022-05-18,18:08:54
2022-09-21,2330,111年第1季,0,0,,0,0,0,0,2.75,0,2022-09-15,2022-10-13,0,0,0,0,0,25930380458,2022-08-30,16:21:02
2022-12-21,2330,111年第2季,0,0,,0,0,0,0,2.75,0,2022-12-15,2023-01-12,0,0,0,0,0,25930380458,2022-11-30,15:47:04
2023-03-22,2330,111年第3季,0,0,,0,0,0,0,2.74982072,0,2023-03-16,2023-04-13,0,0,0,0,0,25932070992,2023-03-01,18:28:29
2023-06-21,2330,111年第4季,0,0,,0,0,0,0,2.74982072,0,2023-06-15,2023-07-13,0,0,0,0,0,25932070992,2023-05-31,18:00:54
2023-09-20,2330,112年第1季,0,0,,0,0,0,0,3,0,2023-09-14,2023-10-12,0,0,0,0,0,25932070992,2023-08-30,16:11:42
2023-12-20,2330,112年第2季,0,0,,0,0,0,0,3,0,2023-12-14,2024-01-11,0,0,0,0,0,25932070992,2023-11-29,17:48:27
2010-08-17,2881,98年,0.49946376,0,2010-08-11,0,0,0,0,1.99785506,0,2010-08-11,,4000000,0,0,0,26000000,0,2010-08-06,17:25:45
2011-08-23,2881,99年,0.4994571,0,2011-08-17,0,0,0,0,0.9989142,0,2011-08-17,,4000000,0,0,0,36000000,0,2011-08-03,09:53:12
2012-08-15,2881,100年,0.4993698916,0,2012-08-09,0,0,0,0,0.99873978,0,2012-08-09,,6500000,0,0,0,45000000,0,2012-07-23,11:11:54
2013-07-07,2881,101年,0,0,,0,0,0,0,1,0,2013-07-01,,5000000,0,0,0,36000000,0,2013-06-17,10:25:06
2014-06-29,2881,102年,0,0,,0,0,0,0,1.5,0,2014-06-23,,6000000,0,0,0,43500000,0,2014-06-09,09:31:30
2015-07-06,2881,103年,0,0,,0,0,0,0,3,0,2015-06-30,2015-07-24,10000000,0,0,0,73000000,0,2015-06-15,10:06:55
2016-03-30,2881,105年,0,0,2016-03-24,0,0,0,0,0,0,,,0,600000000,4.4,60,0,0,2016-03-17,17:48:19
2016-07-03,2881,104年,0,0,,0,0,0,0,2,0,2016-06-27,2016-07-21,0,0,0,0,0,0,2016-06-08,17:19:16
2017-07-09,2881,105年,0,0,,0,0,0,0,2,0,2017-07-03,2017-07-28,0,0,0,0,0,0,2017-06-16,17:53:19
2018-02-16,2881,106年,0,0,2018-02-08,0,0,0,0,0,0,,,0,666660000,4.62,60,0,0,2018-02-01,16:39:22
2018-07-02,2881,106年,0,0,,0,0,0,0,2.3,0,2018-06-26,2018-07-23,0,0,0,0,0,0,2018-06-08,18:02:18
2019-07-12,2881,107年,0,0,,0,0,0,0,2,0,2019-07-04,2019-08-08,0,0,0,0,0,10233603995,2019-06-14,18:01:42
2020-07-07,2881,108年,0,0,,0,0,0,0,2,0,2020-07-01,2020-07-28,0,0,0,0,0,10233603995,2020-06-12,17:31:39
2021-08-01,2881,109年,0,0,,0,0,0,0,3,0,2021-07-26,2021-08-24,0,0,0,0,0,10233603995,2021-07-09,17:24:12
2021-09-12,2881,不適用,0,1,2021-09-06,0,0,0,0,0,0,,,0,548000000,3.81,58.9,0,10233603995,2021-08-30,16:38:32
2022-08-02,2881,110年,0,0,,0,0,0,0,3.5,0,2022-07-27,2022-08-25,0,0,0,0,0,11804964394,2022-07-12,17:09:44
2022-09-28,2881,110年,0,0.5,2022-09-22,0,0,0,0,0,0,,,0,0,0,0,0,11804964394,2022-09-06,16:29:56
2023-07-26,2881,111年,0,0,,0,0,0,0,1.5,0,2023-07-20,2023-08-18,0,0,0,0,0,12395212613,2023-07-06,10:07:32
2023-09-10,2881,111年,0,0.5,2023-09-04,0,0,0,0,0,0,,,0,0,0,0,0,12395212613,2023-08-22,11:54:38
2020-11-23,00878,109,0,0,,0,0,0,0,0.05,0,2020-11-17,2020-12-18,0,0,0,0,0,0,,
2021-03-06,00878,110,0,0,,0,0,0,0,0.15,0,2021-02-25,2021-03-31,0,0,0,0,0,0,,
2021-05-24,00878,110,0,0,,0,0,0,0,0.25,0,2021-05-18,2021-06-21,0,0,0,0,0,0,,
2021-08-23,00878,110,0,0,,0,0,0,0,0.3,0,2021-08-17,2021-09-17,0,0,0,0,0,0,,
2021-11-22,00878,110,0,0,,0,0,0,0,0.28,0,2021-11-16,2021-12-17,0,0,0,0,0,0,,
2022-02-28,00878,111,0,0,,0,0,0,0,0.3,0,2022-02-22,2022-03-28,0,0,0,0,0,0,,
2022-05-24,00878,111,0,0,,0,0,0,0,0.32,0,2022-05-18,2022-06-21,0,0,0,0,0,0,,
2022-08-22,00878,111,0,0,,0,0,0,0,0.28,0,2022-08-16,2022-09-19,0,0,0,0,0,0,,
2022-11-22,00878,111,0,0,,0,0,0,0,0.28,0,2022-11-16,2022-12-19,0,0,0,0,0,0,,
2023-02-22,00878,112,0,0,,0,0,0,0,0.27,0,2023-02-16,2023-03-22,0,0,0,0,0,0,,
2023-05-23,00878,112,0,0,,0,0,0,0,0.27,0,2023-05-17,2023-06-12,0,0,0,0,0,0,,
